"0.0","80.0","0.0","44.0","0.0","0.0","0.0","0.0","190.0","101.0","224.0","90.0","0.0","8.0","0.0","0.0","95.0","0.0","78.0","85.0","37.5","0.0","91.0","96.0","44.0","0.0","79.0","91.0","10.0","4.0","317.0","0.0","0.0","0.0","0.0","60.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","41.0","45.0","0.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","199.0","269.0","0.0","0.0","0.0","0.0","37.0","0.0","0.0","39.0","0.0","190.0","49.0","42.0","51.0","44.0","39.0","329.0","0.0","52.0","257.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","40.0","0.0","0.0","38.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","26.5","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","64.5","0.0","100.0","28.599999999999994","0.0","0.0","93.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","85.0","0.0","94.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","96.0","0.0"
"-99.0","-7.0","-34.0","-50.0","-16.0","-57.66","0.0","-239.0","-11.0","-53.92","-41.0","-59.94","-1.0","-15.0","-46.769999999999996","-22.11","-64.4","-5.0","-14.0","-33.0","-70.0","-51.5","0.0","-261.76","-299.6","-41.0","-48.0","-12.100000000000001","-289.0","0.0","-7.5","-55.03","-145.0","-177.0","-144.0","0.0","-33.0","-324.0","-77.12","-282.56","-189.0","-41.72","0.0","-59.0","-99.0","-12.0","-160.0","-60.89","-55.0","-4.0","-6.0","-69.0","-51.92","0.0","0.0","-56.9","-11.0","-44.0","-14.84","-36.5","-34.5","-26.0","-41.5","-25.5","-15.0","-221.0","-226.0","-14.0","0.0","-2.0","-295.0","-285.0","-43.0","-102.0","-141.0","-41.0","0.0","-70.03999999999999","-234.0","-219.0","-149.0","0.0","-94.0","-3.0","-159.0","-45.0","-2.0","-39.0","-20.0","-10.0","-6.0","-10.450000000000003","-9.0","-11.0","-15.0","0.0","-222.0","-15.0","-279.0","0.0","-42.0","0.0","-86.0","-54.0","-138.0","-215.0","-146.0","0.0","-93.0","-158.0","-35.0","-35.0","-19.0","-9.0","-10.0","-1.0","-5.0","-8.0","-14.0","-222.0","-38.0","-3.0","-278.0","-35.0","-1.0","-135.0","-9.0","-269.0","-146.0","-53.0","-33.0","-10.0","-8.0","-5.0","-10.0","-6.0","-14.0","-218.0","-135.0","-32.0","-51.0","-214.0","-7.0","-6.0","-30.0","-3.0","-7.0","-2.0","-9.0","-13.0","-187.0","-206.5","-134.0","-51.0","-210.0","-10.0","-1.0","-5.0","-2.0","-50.0","-133.0","-1.0","-4.0","-129.0","0.0","-8.0","-144.0","-2.0","-6.0","-124.0","-11.0","-3.0"
