"t_4^{771,b}","2.0"
"t_5^{771,b}","2.9999999999999973"
"t_7^{771,b}","7.0"
"t_8^{771,b}","4.0"
"t_9^{771,b}","8.0"
"t_13^{771,b}","1.0"
"t_27^{771,b}","7.0"
"t_28^{771,b}","1.0"
"t_33^{771,b}","1.0"
"t_35^{771,b}","1.0"
"t_36^{771,b}","5.0"
"t_38^{771,b}","1.0"
"t_40^{771,b}","1.0"
"t_43^{771,b}","22.0"
"t_45^{771,b}","6.0"
"t_46^{771,b}","5.0"
"t_52^{771,b}","2.0"
"t_59^{771,b}","1.0"
"t_60^{771,b}","15.000000000000004"
"t_61^{771,b}","1.0"
"t_66^{771,b}","4.0"
"t_67^{771,b}","2.0"
"t_68^{771,b}","6.0"
"t_69^{771,b}","4.0"
"t_72^{771,b}","1.0"
"t_75^{771,b}","10.0"
"t_76^{771,b}","13.0"
"t_78^{771,b}","2.0"
"t_85^{771,b}","2.0"
"t_86^{771,b}","26.0"
"t_87^{771,b}","3.0"
"t_89^{771,b}","7.0"
"t_90^{771,b}","1.0"
"t_93^{771,b}","1.0"
"t_98^{771,b}","3.0"
"t_99^{771,b}","4.0"
"t_101^{771,b}","1.0"
"t_102^{771,b}","1.0"
"t_104^{771,b}","1.0"
"t_106^{771,b}","1.0"
"t_110^{771,b}","19.0"
"t_111^{771,b}","28.0"
"t_116^{771,b}","5.0"
"t_118^{771,b}","32.0"
"t_119^{771,b}","5.0"
"t_122^{771,b}","6.0"
"t_123^{771,b}","4.0"
"t_124^{771,b}","3.0"
"t_125^{771,b}","7.0"
"t_126^{771,b}","10.0"
"t_130^{771,b}","6.0"
"t_131^{771,b}","1.0"
"t_133^{771,b}","1.0"
"t_134^{771,b}","3.0"
"t_139^{771,b}","2.0"
"t_145^{771,b}","5.0"
"t_149^{771,b}","8.0"
"t_151^{771,b}","12.0"
"t_152^{771,b}","1.0"
"t_153^{771,b}","8.0"
"t_154^{771,b}","2.0"
"t_167^{771,b}","3.0"
"t_169^{771,b}","6.0"
"t_170^{771,b}","5.0"
"t_175^{771,b}","2.0"
"t_176^{771,b}","2.0"
"t_177^{771,b}","1.0"
"t_181^{771,b}","5.0"
"t_183^{771,b}","8.0"
"t_184^{771,b}","3.0"
"t_185^{771,b}","4.0"
"t_188^{771,b}","1.0"
"t_189^{771,b}","2.0"
"t_190^{771,b}","3.0"
"t_191^{771,b}","10.0"
"t_192^{771,b}","1.0"
"t_193^{771,b}","1.0"
"t_195^{771,b}","7.0"
"t_196^{771,b}","2.0"
"t_197^{771,b}","4.0"
"t_198^{771,b}","1.0"
"t_199^{771,b}","5.0"
"t_200^{771,b}","7.0"
"t_201^{771,b}","2.0"
"t_203^{771,b}","3.0"
"t_207^{771,b}","1.0"
"t_209^{771,b}","30.0"
"t_210^{771,b}","14.0"
"t_213^{771,b}","2.0"
"t_219^{771,b}","5.0"
"t_221^{771,b}","1.0"
"t_224^{771,b}","1.0"
"t_225^{771,b}","0.9999999999999538"
"t_226^{771,b}","1.000000000000046"
"t_228^{771,b}","7.0"
"t_232^{771,b}","1.0"
"t_233^{771,b}","2.0"
"t_235^{771,b}","3.0"
"t_236^{771,b}","3.0"
"t_239^{771,b}","2.0"
"t_241^{771,b}","2.0000000000000466"
