"f_0,0",1,"f_7,0",1,"f_15,0",1,"f_23,0",1,"f_28,3",0.4,"f_34,1",0.6
"f_1,0",1,"f_8,0",1,"f_16,0",1,"f_24,4",1,"f_29,0",1,"f_35,0",1
"f_2,0",0.5,"f_9,0",1,"f_17,0",1,"f_25,0",0.5,"f_30,0",1,"f_36,2",1
"f_2,1",0.5,"f_10,0",1,"f_18,0",1,"f_25,4",0.5,"f_31,0",1,"f_37,0",0.5
"f_3,1",1,"f_11,1",1,"f_19,0",1,"f_26,0",1,"f_32,0",0.25,"f_37,1",0.5
"f_4,1",1,"f_12,0",1,"f_20,0",1,"f_27,0",1,"f_32,1",0.75,"f_38,0",0.4
"f_5,0",1,"f_13,0",1,"f_21,0",1,"f_28,1",0.4,"f_33,0",1,"f_38,2",0.6
"f_6,0",1,"f_14,1",1,"f_22,0",1,"f_28,2",0.2,"f_34,0",0.4,"f_39,0",1
